Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-09-16,48181.35,48493.45,47053.88,47672.82
2021-09-17,47676.35,48166.66,46791.68,47246.82
2021-09-18,47268.34,48790.43,46918.7,47908.27
2021-09-19,47908.57,48366.87,47130.87,47461.24
2021-09-20,47460.42,47607.87,42601.28,43507.05
2021-09-21,43509.88,43917.91,39782.26,41435.94
2021-09-22,41428.26,44000.85,40250.02,43259.93
2021-09-23,43263.52,44930.68,43108.87,44692.63
2021-09-24,44694.83,45130.43,40863.19,42953.04
2021-09-25,42960.21,43118.11,41726.4,42724.43
2021-09-26,42722.92,43729.24,40829.53,43581.93
2021-09-27,43583.08,44338.58,42633.73,43096.22
2021-09-28,43098.54,43399.52,41144.15,41877.43
2021-09-29,41871.78,42571.16,40813.07,41250.15
2021-09-30,41247.96,44097.48,41124.65,43774.71
2021-10-01,43758.66,48439.2,43310.87,48378.75
2021-10-02,48370.82,48462.54,47479.85,48168.25
2021-10-03,48152.92,49182.49,47159.87,47809.81
2021-10-04,47794.97,49498.73,46966.53,48921.92
2021-10-05,48933.36,51884.61,48748.78,51762.19
2021-10-06,51762.08,55373.11,50445.19,55108.19
2021-10-07,55103.37,55652.91,53470.93,54293.55
2021-10-08,54295.27,55994.73,53669.49,54190.68
2021-10-09,54189.88,55448.4,53721.75,54865.73
2021-10-10,54865.65,56447.09,54192.37,54866.04
2021-10-11,54834.27,57819.22,54411.87,57143.78
2021-10-12,57156.24,57634.04,54142.16,56046.72
2021-10-13,56058.61,57700.65,54284.24,57516.62
2021-10-14,57505.82,58510.95,56867.88,57758.19
2021-10-15,57761.97,62852.27,56890.84,61199.95
2021-10-16,61216.71,62331.49,60175.86,60704.21
2021-10-17,60677.52,61420.25,59083.78,60609.91
2021-10-18,60629.81,62618.17,59935.54,61780.07
2021-10-19,61779.48,64334.62,61440.84,64094.95
2021-10-20,64095.36,66961.24,63552.49,65813.09
2021-10-21,65811.26,66642.86,62284.86,62698.17
2021-10-22,62739.91,63716.08,60060.49,60414.78
2021-10-23,60395.83,61730.57,59744.96,61040.65
2021-10-24,61039.34,61479.17,59536.6,60964.75
2021-10-25,60967.56,63703.9,60660.25,62839.91
2021-10-26,62829.54,63279.42,60642.61,60734.57
2021-10-27,60828.69,61465.84,58154.72,58801.19
2021-10-28,58796.73,62194.08,58164.21,60732.61
2021-10-29,60726.84,62954.23,60316.76,62384.75
2021-10-30,62385.49,62473.51,60838.42,61503.46
2021-10-31,61490.35,62388.41,60041.93,61428.18
2021-11-01,61417.06,62470.22,59586.11,61140.2
2021-11-02,61134.04,64278.56,60691.05,62980.01
2021-11-03,62976.77,63543.13,61133.51,62811.45
2021-11-04,62810.04,63098.23,60769.38,61186.79
2021-11-05,61186.5,62610.4,60789.77,61133.95
2021-11-06,61121.74,61589.51,60132.73,61402.83
2021-11-07,61406.77,63097.01,61338.45,62832.63
2021-11-08,62841.07,66554.45,62814.05,66539.23
2021-11-09,66536.97,68501.65,66343.04,67305.13
2021-11-10,67304.57,68976.48,63525.99,65145.62
2021-11-11,65139.35,65578.63,64144.41,65210.86
2021-11-12,65207.07,65462.48,62322.14,63929
2021-11-13,63948.46,64963.55,63407.75,64258.57
2021-11-14,64285.3,65312.79,63634.86,64526.58
2021-11-15,64532.25,66334.83,63447.95,63962.9
2021-11-16,63969.39,63975.66,58798.28,60615.35
2021-11-17,60615.2,60830.85,58586.6,59992.05
2021-11-18,60004.93,60955.42,56614.61,56614.61
2021-11-19,56646.51,58395.53,55669.82,57906.76
2021-11-20,57890.68,59779.29,57483.75,59779.29
2021-11-21,59760.01,60046.69,58596.33,59160.08
2021-11-22,59179.05,59362.87,55698.87,56741.71
2021-11-23,56748.21,57880.67,55441.62,57586.02
2021-11-24,57588.55,57753.54,55902.3,57010.68
2021-11-25,57003.37,59444.44,56992.57,58931.25
2021-11-26,58931.26,59361.33,53577.26,54098.98
2021-11-27,54095.65,55314.4,53556.96,54917.54
2021-11-28,54895.02,56765.79,53529.85,56094.7
2021-11-29,56071.91,58900,56071.91,58117.12
2021-11-30,58113.09,59245,55958.33,57345.01
2021-12-01,57335.8,59112.94,56487.17,57077.67
2021-12-02,57103.96,57421.52,55855.48,56887.65
2021-12-03,56885,57660.01,51689.48,53440.27
2021-12-04,53431,53875.94,44582.47,49303.19
2021-12-05,49307,49782.99,47875.12,49338.3
2021-12-06,49335.72,51012.83,47241.4,50891.36
2021-12-07,50882.34,51988.72,50074.81,50261.86
